-0.976479	-0.215118	0.014601	0.000000	-0.046042	0.141883	-0.988812	0.000000	0.210639	-0.966226	-0.148451	0.000000	0.066865	1.594735	-0.038243	1.000000	
-0.938300	0.287988	0.191458	0.000000	0.320526	0.932072	0.168833	0.000000	-0.129831	0.219783	-0.966871	0.000000	0.116930	1.001708	0.081508	1.000000	
-0.912003	0.247927	0.326775	0.000000	0.308174	0.939909	0.146972	0.000000	-0.270701	0.234743	-0.933604	0.000000	0.188876	0.987304	0.068082	1.000000	
-0.873974	0.184497	0.449589	0.000000	0.286404	0.942942	0.169800	0.000000	-0.392609	0.277165	-0.876948	0.000000	0.216664	0.974536	0.040213	1.000000	
-0.823140	0.204705	0.529658	0.000000	0.361825	0.907961	0.211398	0.000000	-0.437634	0.365653	-0.821446	0.000000	0.226224	0.947075	-0.002080	1.000000	
-0.795075	0.208613	0.569506	0.000000	0.407308	0.879394	0.246508	0.000000	-0.449395	0.427957	-0.784154	0.000000	0.207644	0.926579	-0.033148	1.000000	
-0.746871	0.192683	0.636441	0.000000	0.460318	0.840518	0.285721	0.000000	-0.479887	0.506362	-0.716454	0.000000	0.164781	0.915186	-0.066477	1.000000	
-0.786783	0.163788	0.595102	0.000000	0.433901	0.832481	0.344538	0.000000	-0.438980	0.529292	-0.726049	0.000000	0.120707	0.912804	-0.060154	1.000000	
-0.810907	0.239348	0.533988	0.000000	0.473055	0.805271	0.357431	0.000000	-0.344454	0.542449	-0.766225	0.000000	0.075767	0.915196	-0.037016	1.000000	
-0.837888	0.283643	0.466359	0.000000	0.473848	0.802076	0.363514	0.000000	-0.270947	0.525567	-0.806453	0.000000	0.050388	0.927663	-0.004949	1.000000	
-0.847739	0.309688	0.430618	0.000000	0.476008	0.802352	0.360066	0.000000	-0.233999	0.510219	-0.827599	0.000000	0.044574	0.946628	0.039161	1.000000	
-0.837090	0.324705	0.440281	0.000000	0.476068	0.828862	0.293849	0.000000	-0.269518	0.455582	-0.848413	0.000000	0.067706	0.976036	0.066349	1.000000	
-0.884621	0.460634	-0.072540	0.000000	0.451719	0.885118	0.111874	0.000000	0.115739	0.066198	-0.991071	0.000000	0.155983	1.021656	0.065261	1.000000	
-0.914658	0.383864	0.126689	0.000000	0.400212	0.904019	0.150264	0.000000	-0.056848	0.188142	-0.980495	0.000000	0.190384	1.020507	0.038895	1.000000	
-0.913959	0.311429	0.260176	0.000000	0.364548	0.911753	0.189238	0.000000	-0.178282	0.267802	-0.946836	0.000000	0.196027	1.012308	0.007594	1.000000	
-0.884638	0.241539	0.398842	0.000000	0.356186	0.902067	0.243734	0.000000	-0.300911	0.357678	-0.884035	0.000000	0.211515	1.003603	-0.043656	1.000000	
-0.920183	0.147889	0.362481	0.000000	0.253502	0.930660	0.263833	0.000000	-0.298328	0.334664	-0.893868	0.000000	0.202297	0.997056	-0.081904	1.000000	
-0.951203	0.176548	0.253067	0.000000	0.261015	0.897787	0.354754	0.000000	-0.164569	0.403497	-0.900059	0.000000	0.172611	0.971701	-0.098262	1.000000	
-0.992852	-0.119222	0.005606	0.000000	-0.105988	0.902287	0.417904	0.000000	-0.054882	0.414323	-0.908474	0.000000	0.122960	0.968343	-0.087840	1.000000	
-0.993215	-0.103281	-0.053457	0.000000	-0.116203	0.862985	0.491685	0.000000	-0.004649	0.494560	-0.869131	0.000000	0.073890	0.972399	-0.055118	1.000000	
-0.998573	-0.030471	-0.043864	0.000000	-0.048068	0.870729	0.489409	0.000000	0.023281	0.490819	-0.870950	0.000000	0.054751	0.998682	-0.016912	1.000000	
-0.998867	-0.032182	-0.035069	0.000000	-0.045065	0.876560	0.479178	0.000000	0.015320	0.480216	-0.877017	0.000000	0.065385	1.015273	0.021230	1.000000	
